nama;noreg
Customized 1000BASE-T SFP Copper RJ-45 100m Transceiver Module (FS P/N: SFP-GB-GE-T);B2WN0286631MA0221
MINI SWITCH HUB 10/100 8 PORT ( PN - );B2WN0262010300202
TA5004 FAN MOD 19IN CHASSIS;B2WN02VG040D00114
INVERTER 1 KVA INTARI TYPE (+/- 48 VDC TO 220 VAC) ( PN - );B3CD0700010300211
SFP ATOP up to 1.25G ER Single Core 1310nm/1550nm, 40km (APSB35123xDL40);B2WN0286987MA0100
INVERTER 1 KVA INTARI TYPE (+/- 48 VDC TO 220 VAC) ( PN - );B3CD0700010300224
SFP+ 10G-SINGLESTRAIN 20KM (Tx-1330 / Rx-1270) (brand: FS/Qonitech/Atop/3Tech/6Com);B2WN0287060MA0226
POWER SUPPLY/ADAPTOR FOR GAZELLE R220I-VM-FL;B2WN0150108MA0358
ADAPTOR 12V 1A;B2WN0150153MA6219
ADAPTOR 12V 1A;B2WN0150153MA0251
DC PDU/DCDU;B3CD08A0003MA0014B
FIBER DRIVER RAISECOM MODULE V35 RC832-30-FV35-SS13;B2WN01AH010900004
POWER MODULE DPR3000B-48;B3CD0400049MA0121B
MIKROTIK RB951UI-2HND ( PN - ) ( PN - );B2WS028N0113A0850
PSU FORTI FG-50E/FG-30E;B2WN0286208MA1040
TA5004 POWER/ALM MODULE;B2WN02VG040C00115
SFP 1.25G 1310nm 10KM DDM LC;B2WN0287028MA0023
Starview QSFP28 100Gbps module 100GBase aggregating 4 x 25Gbps duplex LWDM (1295.6 nm, 1300.1 nm, 1304.6 nm, and 1309.1nm) wavel;B2WN00A0219MA0060
GPON optical module,OLT side, 60 km, quasi-industrial, DDM, RoHS, Tx wavelength 1490 nm, uplink rate 1.25 Gbit/s, downlink rate ;B2WN0286635MA0291
SWITCH DEMARKASI 10G (New Version L3);B2WN0286404MA0256
psu 12V, 3A for FortiGate 40 F;B2WN0286417MA0215
XGS-PON/GPON Combo optical module, OLT side, 20 km, commercial, DDM, RoHSXGS-PON: Tx wavelength 1577 nm, uplink rate 9.953 and 2;B2WN00A0289MA1050
AC POWER SUPPLY FOR RAX711-C-R SERIES;B2WN0286405MA0051
SFP+ ATOP 10G–SINGLESTRAIN 20KM (Tx-1330 / Rx-1270);B2WN0150091MA0174
10GBASE ZR SFP+ 1550nm 80km Huawei & Edge-Core Compatible;B2WN0286944MA0056
POWER MODULE DPR3000B-48;B3CD0400049MA0043B
SFP+ 10G 1310nm 10KM LC;B2WN0286824MA0168
6COM SFP+ 10G SR 850nm;B2WN0286825MA0016
6C-SFP-0301D SFP 1.25G 850nm 550M;B2WN0286922MA0052
6COM SFP+ 10G SR 850nm;B2WN0286825MA0043
GPON ONT,G-93T1;B2WN0100044D00216
RAISECOM 3G/4G ROUTER-DUAL SIM;B2WN01AH020KA0205
ADAPTOR 12V 1A;B2WN0150153MA0255
POWER SUPPLY/ADAPTOR FOR GAZELLE R220I-VM-FL;B2WN0150108MA0220
Starview QSFP28 100Gbps module 100GBase aggregating 4 x 25Gbps 850nm duplex MM (MPO-12) with Digital Diagnostic Monitoring (DDM);B2WN0287157MA0130
UPS 1KVA with IT incl SNMP;B3CD0100212MA0048
6COM SFP+ 10G SR 850nm;B2WN0286825MA0017
CARD ISCOM6820-SMUB - Uplink MCC one 100GE (QSFP28) and two 1/10GE (SFP+);B2WN00A0293MA0157B
Starview QSFP28 100Gbps module 100GBase aggregating 4 x 25Gbps duplex LWDM (1295.6nm, 1300.1 nm, 1304.6 nm, and 1309.1nm) wavele;B2WN00A0189MA0336
Starview QSFP28 100Gbps module 100GBase aggregating 4 x 25Gbps duplex LWDM (1295.6 nm, 1300.1 nm, 1304.6 nm, and 1309.1nm) wavel;B2WN00A0219MA0058
PSU FORTI FG-50E/FG-30E;B2WN0286208MA1444
SFP+ 10G-SINGLESTRAIN 20KM (Tx-1270 / Rx-1330) (brand: FS/Qonitech/Atop/3Tech/6Com);B2WN0287057MA0210
SFP+ 10G 850nm 300M LC;B2WN0286825MA0079
ADAPTOR 12V 1A;B2WN0150153MA0252
psu 12V, 3A for FortiGate 40 F;B2WN0286417MA1100
RECTIFIER 220 VAC TO -48 VDC, 4A ( PN - );B3CD0400030100248
SFP+ 10G RAISECOM 40KM;B2WN0150017MA0020
10 Gbit/s, 10 km, 1310 nm, dual fiber, single mode, DDM, RoHS, commercial, Raisecom USFP+ optical transceiver;B2WN0286151MA1372
RECTIFIER 220 VAC TO 48 VDC, 10A;B3CD0400030PA0228
SFP+ 10G 850nm 300M LC;B2WN0286825MA0165
FORTIGATE-50E HW AND WARRANTY;B2WN0262020HA0499
ISCOM6108-XGS: XGS-PON metal shell MDU, user side interface is 1*2.5GE+7*GE+1*10GF, external European power adapter, PON optical;B2WN0150268MA0388
ADAPTOR 12V 1A;B2WN0150153MB0131
POWER MODULE DPR3000B-48;B3CD0400049MA0120B
Starview QSFP28 100Gbps module 100GBase aggregating 4 x 25Gbps duplex LWDM (1295.6 nm, 1300.1 nm, 1304.6 nm, and 1309.1nm) wavel;B2WN00A0219MA0501
Power Supply STARLINK;B2WS0138153MA0099B
Mikrotik RB760iGS (hEX S);B2WN0286872MA0501
SFP+ 10G RAISECOM 10KM 1310NM;B2WN0286151MA0067
POWER MODULE DPR3000B-48;B3CD0400049MA0027B
SFP ATOP up to 1.25G ER Single Core 1550nm/1310nm, 40km (APSB53123xDL40);B2WN0286985MA0098
SFP+ 10G 850nm 300M LC;B2WN0286825MA0096
Mikrotik CCR1036-12G-4S;B2WN0286209MA0017
PSU FORTI FG-50E/FG-30E;B2WN0286208MA0883
SFP+ 10G-SINGLESTRAIN 20KM (Tx-1270 / Rx-1330) (brand: FS/Qonitech/Atop/3Tech/6Com);B2WN0287057MA0241
SFP ATOP 10G-SINGLESTRAIN 40KM TX 1330NM RX 1270NM;B2WN0286428MA0084
SFP+ 10G 850nm 300M LC;B2WN0286825MA0194
PSU FORTI FG-50E/FG-30E;B2WN0286208MA0400
SFP+ 10G RAISECOM 10KM 1310NM;B2WN0286151MA1051
psu 12V, 3A for FortiGate 40 F;B2WN0286417MA0178
CISCO CATALYST 2960C 12-PORT FAST ETHERNET SWITCH;B2WN0231043F00006
psu 12V, 3A for FortiGate 40 F;B2WN0286417MA1360
POWER AC ISCOM5600;B2WN0286700MA0031B
Adapter 12V, 1.5A for BIVOCOM;B2WSBKA0139MA0912
6COM SFP+ 10G LR 1310nm;B2WN0286824MA0084
FAN FOR RAX721-C-6C48;B2WN0287107MA0033B
RAISECOM MODULE, 10/100/1000M IEEE802.3AH OAM;B2WN01AH020300118
Customized 1000BASE-T SFP Copper RJ-45 100m Transceiver Module (FS P/N: SFP-GB-GE-T);B2WN0286631MA0224
DUAL FAN FOR ISCOM 3000X SERIES;B2WN0150075MA0035
SFP+ 10G-SINGLESTRAIN 20KM (Tx-1330 / Rx-1270) (brand: FS/Qonitech/Atop/3Tech/6Com);B2WN0287060MA0223
Adapter 12V, 1.5A for BIVOCOM;B2WS0200138MA0022
SFP 1G-SINGLESTRAIN 20KM (Tx-1310 / Rx-1550) (brand: FS/Qonitech/Atop/3Tech/6Com);B2WN0286863MA0194
SFP+ 10G-SINGLESTRAIN 20KM (Tx-1270 / Rx-1330) (brand: FS/Qonitech/Atop/3Tech/6Com);B2WN0287057MA0209
EATON MATRIX 2000 STAND ALONE INVERTER ( PN - INV-4820ESA );B3CD0700010800041
SFP 1G-SINGLESTRAIN 40KM (Tx-1310 / Rx-1550) (Brand : Atop);B2WN0286987MA0103
SFP+ ATOP/10G/DFB/1310/DUAL FIBER LC/DDM/10KM/C;B2WN0201011GA0533
EATON MATRIX 2000 STAND ALONE INVERTER ( PN - INV-4820ESA );B3CD0700010800129
Starview QSFP28 100Gbps module 100GBase aggregating 4 x 25Gbps duplex LWDM (1295.6 nm, 1300.1 nm, 1304.6 nm, and 1309.1nm) wavel;B2WN00A0219MA0503
ADAPTOR 12V 1A;B2WN0150153MA9816
XGS-PON/GPON Combo optical module, OLT side, 20 km, commercial, DDM, RoHSXGS-PON: Tx wavelength 1577 nm, uplink rate 9.953 and 2;B2WN00A0289MA1283
RECTIFIER 220 VAC TO 48 VDC, 10A;B3CD0400030PA0223
Customized 1000BASE-T SFP Copper RJ-45 100m Transceiver Module (FS P/N: SFP-GB-GE-T);B2WN0286631MA0229
PSU FOR RIVERBED STEELCONNECT;B2WN0100046Y00014
SFP 1G-SINGLESTRAIN 40KM (Tx-1310 / Rx-1550) (Brand : Atop);B2WN0286987MA0113
PSU FORTI FG-50E/FG-30E;B2WN0286208MA1001
SFP+ 10G-SINGLESTRAIN 40KM TX 1270NM RX 1330NM (Brand : ATOP);B2WN0286427MA0274
MODUL RECTIFIER ( PN - ) ( PN - );B3CD042K010101195
SFP 1G-SINGLESTRAIN 40KM (Tx-1550 / Rx-1310) (Brand : Atop);B2WN0286985MA0136
Pengadaan Reiwa AC Window 1/2 PK CW-0501RA ODC Brumbung FRANCO SEMARANG;B9DM0004337MA0001
ADAPTER 12V, 1.5A FOR BIVOCOM;B2WS0200138MA0261B
PSU FORTI FG-50E/FG-30E;B2WN0286208MA0011
psu 12V, 3A for FortiGate 40 F;B2WN0286417MA0540
NEXT GENERATION CARRIER ETHERNET DEMARCATION DEVICE;B2WN0202011N00753
10 Gbit/s, 10 km, 1310 nm, dual fiber, single mode, DDM, RoHS, commercial, Raisecom USFP+ optical transceiver;B2WN0286151MA1342
ADAPTOR 12V 1A;B2WN0150153MA9367
RAISECOM MODULE, 10/100/1000M IEEE802.3AH OAM;B2WN01AH020300148
SFP ATOP 10G-SINGLESTRAIN 40KM TX 1330NM RX 1270NM;B2WN0286428MA0012
SFP+ ATOP/10G/DFB/1310/DUAL FIBER LC/DDM/10KM/C;B2WN0201011GA0543
SFP 1.25G 1310nm 10KM DDM LC;B2WN0287028MA0049
ADAPTOR 12V 1A;B2WN0150153MA0865
SFP 1.25G 1310nm 10KM DDM LC;B2WN0287028MA0037
TA5000 FAN MOD 19IN CHASSIS;B2WN0286010O00013
AC POWER SUPPLY FOR RAX721-C-6C48;B2WN0287105MA0018B
SWITCH ISCOM 2624G,REDUNDANT AC POWER;B2WN0262020TA0044
SFP+ 10G-SINGLESTRAIN 20KM (Tx-1270 / Rx-1330) (brand: FS/Qonitech/Atop/3Tech/6Com);B2WN0287057MA0247
ADAPTOR 12V 1A;B2WN0150153MA8826
SFP+ ATOP 10G–SINGLESTRAIN 20KM (Tx-1270 / Rx-1330);B2WN0150089MA0121
ADAPTER 12V, 1.5A FOR BIVOCOM;B2WS0200138MA0487B
POWER SUPPLY/ADAPTOR FOR GAZELLE R220I-VM-FL;B2WN0150108MA0151
SFP+ 10G 850nm 300M LC;B2WN0286825MA0197
ADAPTOR 12V 1A;B2WN0150153MA0413
PoE Injector Ubiquiti U-PoE-AT-eu ( 48.0V 0.65A. 31.2W );B2WS0200167MA0263
Starview QSFP28 100Gbps module 100GBase aggregating 4 x 25Gbps 850nm duplex MM (MPO-12) with Digital Diagnostic Monitoring (DDM);B2WN0287157MA0150
SFP+ 10G 850nm 300M LC;B2WN0286825MA0133
SFP+ 10G 850nm 300M LC;B2WN0286825MA0198
SFP 10G RAISECOM 10KM WAVELENGTH 1310NM DUAL FIBER SINGLE MODE;B2WN0286173MA0103
Starview QSFP28 100Gbps module 100GBase aggregating 4 x 25Gbps duplex LWDM (1295.6 nm, 1300.1 nm, 1304.6 nm, and 1309.1nm) wavel;B2WN00A0190MA0119
MINI SWITCH HUB 10/100 8 PORT ( PN - );B2WN0262010300661
Starview QSFP28 100Gbps module 100GBase aggregating 4 x 25Gbps duplex LWDM (1295.6 nm, 1300.1 nm, 1304.6 nm, and 1309.1nm) wavel;B2WN00A0190MA0122
Starview QSFP28 100Gbps module 100GBase aggregating 4 x 25Gbps duplex LWDM (1295.6 nm, 1300.1 nm, 1304.6 nm, and 1309.1nm) wavel;B2WN00A0190MA0120
2x40G QSFP+ interface card, apply to S5600-EI (ESW-SUB-2Q);B2WN0286703MA0005
SFP ATOP 10G-SINGLESTRAIN 40KM TX 1270NM RX 1330NM;B2WN0286427MA0026
FS compatible for Edge-Core 10GBASE-SR SFP+ 850NM 300M DOM TRANSCEIVER MODULE;B2WN0286740MA0284
Starview QSFP28 100Gbps module 100GBase aggregating 4 x 25Gbps 850nm duplex MM (MPO-12) with Digital Diagnostic Monitoring (DDM);B2WN0287157MA0388
6C-SFP-0301D SFP 1.25G 850nm 550M;B2WN0286922MA0169
ADAPTOR 12V 1A;B2WN0150153MB0596
SFP+ 10G RAISECOM 10KM 1310NM;B2WN0286151MA0428
SFP+ 10G-SINGLESTRAIN 40KM TX 1330NM RX 1270NM (Brand : Atop);B2WN0286428MA0208
DC PDU/DCDU;B3CD08A0003MA0016B
NEXT GENERATION CARRIER ETHERNET DEMARCATION DEVICE;B2WN0202011N00965
FS compatible for Edge-Core 10GBASE-SR SFP+ 850NM 300M DOM TRANSCEIVER MODULE;B2WN0286740MA0287
POWER SUPPLY/ADAPTOR FOR GAZELLE R220I-VM-FL;B2WN0150108MA0036
6COM SFP+ 10G LR 1310nm;B2WN0286824MA0017
SFP+ ATOP 10G–SINGLESTRAIN 20KM (Tx-1270 / Rx-1330);B2WN0150089MA0173
SFP+ ATOP 10G ER 40KM;B2WN0286274MA0027
XGS-PON/GPON Combo optical module, OLT side, 20 km, commercial, DDM, RoHSXGS-PON: Tx wavelength 1577 nm, uplink rate 9.953 and 2;B2WN00A0289MA0996
PSU FORTI FG-50E/FG-30E;B2WN0286208MA0877
SFP+ 10G RAISECOM 10KM 1310NM;B2WN0286151MA0331
Starview QSFP28 100Gbps module 100GBase aggregating 4 x 25Gbps duplex LWDM (1295.6 nm, 1300.1 nm, 1304.6 nm, and 1309.1nm) wavel;B2WN00A0219MA0303
PSU FORTI FG-50E/FG-30E;B2WN0286208MA0470
Power Supply STARLINK;B2WS0138153MA0084B
SFP+ ATOP 10G ER 40KM;B2WN0286274MA0023
MIKROTIK RB951UI-2HND ( PN - ) ( PN - );B2WS028N0113A0852
ADAPTER 12V, 1.5A FOR BIVOCOM;B2WS0200138MA0225B
FORTIGATE-30E HW AND WARRANTY;B2WN0262020G00478
RECTIFIER 220 VAC TO -48 VDC, 4A ( PN - );B3CD0400030100768
SFP 1.25G 1310nm 10KM DDM LC;B2WN0287028MA0013
Intelligent Ethernet Demarcation Device/Router consists of: Compact 10G NID, half-19'' wide, 4x10G SFP+ for uplink, 12x1G SFP fo;B2WN0287074MA0038
SFP+ ATOP/10G/DFB/1310/DUAL FIBER LC/DDM/10KM/C;B2WN0201011GA0538
MODUL RECTIFIER ( PN - ) ( PN - );B3CD042K010100889
SFP+ 10G-SINGLESTRAIN 20KM (Tx-1330 / Rx-1270) (Brand : ATOP);B2WN0150091MA0203
ADAPTOR 12V 1A;B2WN0150153MA0256
SFP 10G RAISECOM 10KM WAVELENGTH 1310NM DUAL FIBER SINGLE MODE;B2WN0286173MA0099
POWER SUPPLY/ADAPTOR FOR GAZELLE R220I-VM-FL;B2WN0150108MA0054
Meraki MR36 Wi-Fi 6 Indoor AP;B2WS0200136MA0018
NEXT GENERATION CARRIER ETHERNET DEMARCATION DEVICE;B2WN0202011N00170
POWER SUPPLY/ADAPTOR FOR GAZELLE R220I-VM-FL;B2WN0150108MA0123
MIKROTIK RB951UI-2HND ( PN - ) ( PN - );B2WS028N011300558
TA5004 POWER/ALM MODULE;B2WN02VG040CA0026
10 Gbit/s, 10 km, 1310 nm, dual fiber, single mode, DDM, RoHS, commercial, Raisecom USFP+ optical transceiver;B2WN0286151MA1374
psu 12V, 3A for FortiGate 40 F;B2WN0286417MA0229
SFP+ 10G 850nm 300M LC;B2WN0286825MA0074
INVERTER 1 KVA INTARI TYPE (+/- 48 VDC TO 220 VAC) ( PN - );B3CD0700010300100
Power Supply STARLINK;B2WS0138153MA0250B
Power Supply o/p 24VDC - 1,2A;B2WN0286873MA2527B
ADAPTER 12V, 1.5A FOR BIVOCOM;B2WS0200138MA0849B
psu 12V, 3A for FortiGate 40 F;B2WN0286417MA1348
FS compatible for Edge-Core 100GBASE-LR4 QSFP28 1310NM 10KM DOM LC SMF OPTICAL TRANSCEIVER MODULE;B2WN0286734MA0059
MIKROTIK RB951UI-2HND ( PN - ) ( PN - );B2WS028N011300438
PSU 12V, 3A FOR FORTIGATE 40 F;B2WN0286417MA0174B
ADAPTOR 12V 1A;B2WN0150153MA0406
ADAPTOR 12V 1A;B2WN0150153MB0130
Customized 1000BASE-T SFP Copper RJ-45 100m Transceiver Module (FS P/N: SFP-GB-GE-T);B2WN0286631MA0557
RAISECOM 3G/4G ROUTER-DUAL SIM;B2WN01AH020KA0219
SFP+ 10G-SINGLESTRAIN 20KM (Tx-1270 / Rx-1330) (brand: FS/Qonitech/Atop/3Tech/6Com);B2WN0287057MA0243
RAISECOM 3G/4G ROUTER-DUAL SIM;B2WN01AH020KA0508
Starview QSFP28 100Gbps module 100GBase aggregating 4 x 25Gbps 850nm duplex MM (MPO-12) with Digital Diagnostic Monitoring (DDM);B2WN0287157MA0269
Starview QSFP28 100Gbps module 100GBase aggregating 4 x 25Gbps duplex LWDM (1295.6 nm, 1300.1 nm, 1304.6 nm, and 1309.1nm) wavel;B2WN00A0190MA0116
TA5000 FAN MOD 19IN CHASSIS;B2WN0286010O00010
ADAPTOR 12V 1A;B2WN0150153MA7261
SFP+ 10G 850nm 300M LC;B2WN0286825MA0168
SFP+ 10G-SINGLESTRAIN 20KM (Tx-1270 / Rx-1330) (brand: FS/Qonitech/Atop/3Tech/6Com);B2WN0287057MA0248
SFP+ 10G 850nm 300M LC;B2WN0286825MA0200
DC POWER SUPPLY FOR RAX711-C-R SERIES PROJECT LAMBDA;B2WN0287076MA0014B
SFP+ 10G RAISECOM 10KM 1310NM;B2WN0286151MA0557
SFP+ 10G RAISECOM 10KM 1310NM;B2WN0286151MA0269
Mandiri - Branches - VC-510 - Edge 510 Appliance ;B2WN0286916MA0219
POWER MODULE DPR3000B-48;B3CD0400049MA0118B
Mikrotik RB760iGS (hEX S);B2WN0286872MA0259
SFP ATOP up to 1.25G ER Single Core 1310nm/1550nm, 40km (APSB35123xDL40);B2WN0286987MA0038
XGS-PON/GPON Combo optical module, OLT side, 20 km, commercial, DDM, RoHSXGS-PON: Tx wavelength 1577 nm, uplink rate 9.953 and 2;B2WN00A0289MA1342
XGS-PON/GPON Combo optical module, OLT side, 20 km, commercial, DDM, RoHSXGS-PON: Tx wavelength 1577 nm, uplink rate 9.953 and 2;B2WN00A0289MA1343
POWER MODULE DPR 850B-48;B3CD07A0007MA0039B
Power Adapter Unit for ONT Gpon, 12VDC, 1A - 2A;B2WN0286415MA0642
ADAPTOR 12V 1A;B2WN0150153MB0594
ADAPTOR 12V 1A;B2WN0150153MA9701
FAN FOR RAX721-C-6C48;B2WN0287107MA0005B
SFP+ 10G-SINGLESTRAIN 20KM (Tx-1330 / Rx-1270) (brand: FS/Qonitech/Atop/3Tech/6Com);B2WN0287060MA0227
PSU FORTI FG-50E/FG-30E;B2WN0286208MA1053
6COM SFP+ 10G SR 850nm;B2WN0286825MA0018
FAN FOR RAX721-C-6C48;B2WN0287107MA0034B
SFP 10G RAISECOM 10KM WAVELENGTH 1310NM DUAL FIBER SINGLE MODE;B2WN0286173MA0119
psu 12V, 3A for FortiGate 40 F;B2WN0286417MA1314
SFP+ 10G RAISECOM 10KM 1310NM;B2WN0286151MA0070
Starview QSFP28 100Gbps module 100GBase aggregating 4 x 25Gbps duplex LWDM (1295.6 nm, 1300.1 nm, 1304.6 nm, and 1309.1nm) wavel;B2WN00A0219MA0301
MINI SWITCH HUB 10/100 8 PORT ( PN - );B2WN0262010300394
GSFP+-XSNU-R  XGS-PON-ONU optical module;B2WN00A0321MA0796B
SWITCH ISCOM 2624G 4C, AC POWER;B2WN0202012T00041
PSU REMOTE 7000 SERIES -IDU- C-BAND HUGHES ( PN - 1031105-0001 );B2WS020O011007667
PSU REMOTE 7000 SERIES -IDU- C-BAND HUGHES ( PN - 1031105-0001 );B2WS020O011008152
PSU REMOTE 7000 SERIES -IDU- C-BAND HUGHES ( PN - 1031105-0001 );B2WS020O011000841
PSU REMOTE 7000 SERIES -IDU- C-BAND HUGHES ( PN - 1031105-0001 );B2WS020O011003114
PSU REMOTE 7000 SERIES -IDU- C-BAND HUGHES ( PN - 1031105-0001 );B2WS020O011003549
PSU MODEM HT 1300;B2WS020O011G00385
PSU REMOTE 7000 SERIES -IDU- C-BAND HUGHES ( PN - 1031105-0001 );B2WS020O011004656
PSU REMOTE 7000 SERIES -IDU- C-BAND HUGHES ( PN - 1031105-0001 );B2WS020O011007605
PSU REMOTE 7000 SERIES -IDU- C-BAND HUGHES ( PN - 1031105-0001 );B2WS020O011001432
PSU REMOTE 7000 SERIES -IDU- C-BAND HUGHES ( PN - 1031105-0001 );B2WS020O011003949
PSU REMOTE 7000 SERIES -IDU- C-BAND HUGHES ( PN - 1031105-0001 );B2WS020O011006094
PSU FOR EVOLUTION X3 SATELITE ROUTER ( PN - );B2WS02A7020200527
PSU FOR EVOLUTION X3 SATELITE ROUTER ( PN - );B2WS02A7020200595
PSU REMOTE 7000 SERIES -IDU- C-BAND HUGHES ( PN - 1031105-0001 );B2WS020O011008696
PSU FOR EVOLUTION X3 SATELITE ROUTER ( PN - );B2WS02A7020201147
PSU FOR EVOLUTION X3 SATELITE ROUTER ( PN - );B2WS02A7020201500
PSU FOR EVOLUTION X3 SATELITE ROUTER ( PN - );B2WS02A7020202090
PSU FOR EVOLUTION X3 SATELITE ROUTER ( PN - );B2WS02A7020202145
SAS, UNIVERSAL POWER SUPPLY 115/220 VAC;B2WS020Y010203408
POWER SUPPLY UNIT TYPE TRG-70A-480-12E03;B2WS020Y010600017
PSU FOR EVOLUTION X1 SATELITE ROUTER;B2WS02A7020401513
PSU FOR EVOLUTION X1 SATELITE ROUTER;B2WS02A7020403331
PSU FOR EVOLUTION X1 SATELITE ROUTER;B2WS02A7020404404
PSU FOR EVOLUTION X1 SATELITE ROUTER;B2WS02A7020404668
PSU FOR EVOLUTION X3 SATELITE ROUTER ( PN - );B2WS02A7020200258
PSU FOR EVOLUTION X3 SATELITE ROUTER ( PN - );B2WS02A7020200439
PSU FOR EVOLUTION X3 SATELITE ROUTER ( PN - );B2WS02A7020201093
PSU FOR EVOLUTION X3 SATELITE ROUTER ( PN - );B2WS02A7020201448
PSU FOR EVOLUTION X3 SATELITE ROUTER ( PN - );B2WS02A7020201652
PSU FOR EVOLUTION X3 SATELITE ROUTER ( PN - );B2WS02A7020202126
PSU FOR EVOLUTION X3 SATELITE ROUTER ( PN - );B2WS02A7020202208
PSU FOR EVOLUTION X3 SATELITE ROUTER ( PN - );B2WS02A7020200324
PSU FOR EVOLUTION X1 SATELITE ROUTER;B2WS02A7020401457
PSU FOR EVOLUTION X1 SATELITE ROUTER;B2WS02A7020401747
PSU FOR EVOLUTION X1 SATELITE ROUTER;B2WS02A7020402395
PSU FOR EVOLUTION X1 SATELITE ROUTER;B2WS02A7020402531
PSU FOR EVOLUTION X1 SATELITE ROUTER;B2WS02A7020404501
POWER SUPPLY HYTERA PS22002;B4PK0700020R00039
PSU FOR X1-KU/C 90W SATELITE ROUTER;B2WS0200022MA0262
RAISECOM SFP 1.25G ( STM 4 ) DDMI TX/RX 1310 NM 15KM;B2WN0150043MA0389
AC POWER SUPPLY FOR ISR 4320;B2WN0131048JA0022
AC POWER SUPPLY FOR ISR 4320;B2WN0131048JA0014
PSU FOR X1-KU/C 90W SATELITE ROUTER;B2WS0200022MA0558
Power Adapter Unit for ONT Gpon, 12VDC, 1A - 2A;B2WN0286415MA0255
Power Adapter Unit for ONT Gpon, 12VDC, 1A - 2A;B2WN0286415MA0275
PSU for WANO SDW-W4000;B2WN0150172MA0011
RAISECOM GE SFP LX SINGLE STRAIN TX 1310NM RX 1550NM 15KM;B2WN0150042MA0360
SFP+ ATOP 10G–SINGLESTRAIN 20KM (Tx-1330 / Rx-1270);B2WN0150091MA0052
Power supply;B2WN0286855MA0001
SC200 SYSTEM CONTROLLER;B3CD0400031MA0007B
Generic Compatible 10GBASE-BX40-D BiDi SFP+ 1330nm-TX/1270nm-RX 20km DDM LC SMF Transceiver (QT-BIDI-SFP+-LH-33);B2WN00A0121MA0002
Tx: 1550 nm, 40 km, 1,25 Gbit/s, single fiber, single mode, DDM, RoHS, commercial;B2WN0150044MA0455
SFP ATOP up to 1.25G ER Single Core 1550nm/1310nm, 40km (APSB53123xDL40);B2WN0286985MA0064
10GBASE-LR SFP+ 1310nm 10km, ATOP (APSP31B33CDL10);B2WN0201011GA1149
Transceiver BIDI SFP+ 10G Tx1330nm 40km DDM;B2WN00A0365MA0150
POWER MODULE DPR3000B-48;B3CD0400049MA0106B
Flat High Performance;B2WS0138158MA0211
B3CD0400045M-Eaton rectifier 3G Access Power System APS3 series;B3CD0400045MA0043
GPON ONT WITH 4GE + 2 POTS;B2WN0150010L00091
PSU REMOTE 7000 SERIES -IDU- C-BAND HUGHES ( PN - 1031105-0001 );B2WS020O011003109
PSU REMOTE 7000 SERIES -IDU- C-BAND HUGHES ( PN - 1031105-0001 );B2WS020O011003163
PSU REMOTE 7000 SERIES -IDU- C-BAND HUGHES ( PN - 1031105-0001 );B2WS020O011003541
PSU MODEM HT 1300;B2WS020O011G00070
PSU MODEM HT 1300;B2WS020O011G00326
PSU FOR EVOLUTION X3 SATELITE ROUTER ( PN - );B2WS02A7020200732
PSU FOR EVOLUTION X3 SATELITE ROUTER ( PN - );B2WS02A7020200811
PSU FOR EVOLUTION X3 SATELITE ROUTER ( PN - );B2WS02A7020200937
PSU FOR EVOLUTION X3 SATELITE ROUTER ( PN - );B2WS02A7020200980
PSU FOR EVOLUTION X3 SATELITE ROUTER ( PN - );B2WS02A7020201133
PSU FOR EVOLUTION X3 SATELITE ROUTER ( PN - );B2WS02A7020201209
PSU FOR EVOLUTION X3 SATELITE ROUTER ( PN - );B2WS02A7020201708
PSU FOR X1-KU/C 90W SATELITE ROUTER;B2WS0200022MA0610
Power Supply 66 Watt AC V2 for C890 and C1100 series;B2WN0286306MA0062
NetEngine 8000 M1A Basic Configuration(Includes M1A Chassis, Fixed Interface(16*10GE+16*GE),2*DC Power,without Software and Docu;B2WN0287068MA0053
TV Samsung, Kabel HDMI 2 Meter & Wall Bracket TV - SmartTV 50'' Crystal UHD DU7000 4K Smart TV;B4RT0B87074MA0003
Optical Transceiver(SFP+,1550nm,9.95~11.1Gb/s,-4.7~4dBm,-14.1dBm,LC,SM,40km);B2WN00A0016MA0034
Customized 25GBASE-LR SFP28 1310nm 10km DOM Duplex LC SMF Optical Transceiver Module Device Number:Edge-Core Compatible Brands:O;B2WN0286871MA0046
Customized 25GBASE-LR SFP28 1310nm 10km DOM Duplex LC SMF Optical Transceiver Module Device Number:Edge-Core Compatible Brands:O;B2WN0286871MA0048
Optical Transceiver(SFP+,1550nm,9.95~11.1Gb/s,-4.7~4dBm,-14.1dBm,LC,SM,40km);B2WN00A0016MA0158
Optical Transceiver(SFP+,1550nm,9.95~11.1Gb/s,-4.7~4dBm,-14.1dBm,LC,SM,40km);B2WN00A0016MA0060
Customized 25GBASE-LR SFP28 1310nm 10km DOM Duplex LC SMF Optical Transceiver Module Device Number:Edge-Core Compatible Brands:O;B2WN0286871MA0049
Optical Transceiver(SFP+,1550nm,9.95~11.1Gb/s,-4.7~4dBm,-14.1dBm,LC,SM,40km);B2WN00A0016MA0311
Customized 25GBASE-LR SFP28 1310nm 10km DOM Duplex LC SMF Optical Transceiver Module Device Number:Edge-Core Compatible Brands:O;B2WN0286871MA0045
